segment_id,parent_voyage,start_time,end_time,raw_points,num_1s_points,raw_csv,one_second_csv,source_points,output_points,raw_min_kw,pchip_min_kw,floating_negative_zeroed,split
operating_segment_0022,4月8日08_00_4月8日12_00,2024-04-08T08:45:56,2024-04-08T11:33:56,337,10081,cleaned_30s_segments/operating_segment_0022.csv,operating_segments_1s_rebuilt/operating_segment_0022.csv,337,10081,26.041560000000004,26.041560000000004,0,train
operating_segment_0023,4月8日08_00_4月8日12_00,2024-04-08T11:40:26,2024-04-08T11:59:56,40,1171,cleaned_30s_segments/operating_segment_0023.csv,operating_segments_1s_rebuilt/operating_segment_0023.csv,40,1171,-107.675686,-107.675686,0,train
operating_segment_0024,4月9日08_00_4月9日11_00,2024-04-09T08:00:28,2024-04-09T08:10:58,22,631,cleaned_30s_segments/operating_segment_0024.csv,operating_segments_1s_rebuilt/operating_segment_0024.csv,22,631,-0.783055,-0.783055,0,train
operating_segment_0025,4月9日08_00_4月9日11_00,2024-04-09T08:16:58,2024-04-09T10:59:58,327,9781,cleaned_30s_segments/operating_segment_0025.csv,operating_segments_1s_rebuilt/operating_segment_0025.csv,327,9781,-55.00674000000001,-55.00674000000001,0,train
operating_segment_0026,4月12日08_00_4月12日16_00,2024-04-12T08:00:03,2024-04-12T08:54:03,109,3241,cleaned_30s_segments/operating_segment_0026.csv,operating_segments_1s_rebuilt/operating_segment_0026.csv,109,3241,-0.09446299999999996,-0.09446299999999996,0,train
operating_segment_0027,4月12日08_00_4月12日16_00,2024-04-12T09:00:03,2024-04-12T15:12:33,746,22351,cleaned_30s_segments/operating_segment_0027.csv,operating_segments_1s_rebuilt/operating_segment_0027.csv,746,22351,32.33045,32.33045,0,train
operating_segment_0028,4月12日08_00_4月12日16_00,2024-04-12T15:18:33,2024-04-12T15:59:33,83,2461,cleaned_30s_segments/operating_segment_0028.csv,operating_segments_1s_rebuilt/operating_segment_0028.csv,83,2461,-110.12232699999998,-110.12232699999998,0,train
operating_segment_0029,4月15日08_00_4月15日17_00,2024-04-15T08:00:08,2024-04-15T08:11:08,23,661,cleaned_30s_segments/operating_segment_0029.csv,operating_segments_1s_rebuilt/operating_segment_0029.csv,23,661,-0.06457799999999997,-0.06457799999999997,0,train
operating_segment_0030,4月15日08_00_4月15日17_00,2024-04-15T08:17:38,2024-04-15T10:50:38,307,9181,cleaned_30s_segments/operating_segment_0030.csv,operating_segments_1s_rebuilt/operating_segment_0030.csv,307,9181,-87.235202,-87.235202,0,train
operating_segment_0031,4月15日08_00_4月15日17_00,2024-04-15T11:07:38,2024-04-15T11:10:38,7,181,cleaned_30s_segments/operating_segment_0031.csv,operating_segments_1s_rebuilt/operating_segment_0031.csv,7,181,-108.26460700000001,-108.26460700000001,0,train
operating_segment_0032,4月15日08_00_4月15日17_00,2024-04-15T11:20:38,2024-04-15T11:27:38,15,421,cleaned_30s_segments/operating_segment_0032.csv,operating_segments_1s_rebuilt/operating_segment_0032.csv,15,421,-108.884544,-108.884544,0,train
operating_segment_0033,4月15日08_00_4月15日17_00,2024-04-15T11:55:38,2024-04-15T11:58:38,7,181,cleaned_30s_segments/operating_segment_0033.csv,operating_segments_1s_rebuilt/operating_segment_0033.csv,7,181,-110.353318,-110.353318,0,train
operating_segment_0034,4月15日08_00_4月15日17_00,2024-04-15T12:06:38,2024-04-15T12:15:38,19,541,cleaned_30s_segments/operating_segment_0034.csv,operating_segments_1s_rebuilt/operating_segment_0034.csv,19,541,-110.729579,-110.729579,0,train
operating_segment_0035,4月15日08_00_4月15日17_00,2024-04-15T12:19:38,2024-04-15T12:22:38,7,181,cleaned_30s_segments/operating_segment_0035.csv,operating_segments_1s_rebuilt/operating_segment_0035.csv,7,181,-110.782437,-110.782437,0,train
operating_segment_0036,4月15日08_00_4月15日17_00,2024-04-15T12:30:38,2024-04-15T12:31:38,3,61,cleaned_30s_segments/operating_segment_0036.csv,operating_segments_1s_rebuilt/operating_segment_0036.csv,3,61,-111.44933599999999,-111.44933599999999,0,train
operating_segment_0037,4月15日08_00_4月15日17_00,2024-04-15T12:43:38,2024-04-15T12:46:38,7,181,cleaned_30s_segments/operating_segment_0037.csv,operating_segments_1s_rebuilt/operating_segment_0037.csv,7,181,-110.969877,-110.969877,0,train
operating_segment_0038,4月15日08_00_4月15日17_00,2024-04-15T12:56:38,2024-04-15T13:05:38,19,541,cleaned_30s_segments/operating_segment_0038.csv,operating_segments_1s_rebuilt/operating_segment_0038.csv,19,541,-111.604636,-111.604636,0,train
operating_segment_0039,4月15日08_00_4月15日17_00,2024-04-15T13:07:38,2024-04-15T13:10:38,7,181,cleaned_30s_segments/operating_segment_0039.csv,operating_segments_1s_rebuilt/operating_segment_0039.csv,7,181,-111.28563600000001,-111.28563600000001,0,train
operating_segment_0040,4月15日08_00_4月15日17_00,2024-04-15T13:35:38,2024-04-15T13:38:08,6,151,cleaned_30s_segments/operating_segment_0040.csv,operating_segments_1s_rebuilt/operating_segment_0040.csv,6,151,-87.95277199999998,-87.95277199999998,0,train
operating_segment_0041,4月15日08_00_4月15日17_00,2024-04-15T13:48:38,2024-04-15T13:49:38,3,61,cleaned_30s_segments/operating_segment_0041.csv,operating_segments_1s_rebuilt/operating_segment_0041.csv,3,61,-106.6904,-106.6904,0,train
operating_segment_0042,4月15日08_00_4月15日17_00,2024-04-15T13:51:38,2024-04-15T13:53:38,5,121,cleaned_30s_segments/operating_segment_0042.csv,operating_segments_1s_rebuilt/operating_segment_0042.csv,5,121,-106.222694,-106.222694,0,train
operating_segment_0043,4月15日08_00_4月15日17_00,2024-04-15T13:55:38,2024-04-15T13:57:38,5,121,cleaned_30s_segments/operating_segment_0043.csv,operating_segments_1s_rebuilt/operating_segment_0043.csv,5,121,-106.346888,-106.346888,0,train
operating_segment_0044,4月15日08_00_4月15日17_00,2024-04-15T13:59:38,2024-04-15T14:08:38,19,541,cleaned_30s_segments/operating_segment_0044.csv,operating_segments_1s_rebuilt/operating_segment_0044.csv,19,541,-107.52819000000001,-107.52819000000001,0,train
operating_segment_0045,4月15日08_00_4月15日17_00,2024-04-15T14:12:38,2024-04-15T14:21:38,19,541,cleaned_30s_segments/operating_segment_0045.csv,operating_segments_1s_rebuilt/operating_segment_0045.csv,19,541,-107.805641,-107.805641,0,train
operating_segment_0046,4月15日08_00_4月15日17_00,2024-04-15T14:23:38,2024-04-15T14:26:38,7,181,cleaned_30s_segments/operating_segment_0046.csv,operating_segments_1s_rebuilt/operating_segment_0046.csv,7,181,-109.201067,-109.201067,0,train
operating_segment_0047,4月15日08_00_4月15日17_00,2024-04-15T14:28:38,2024-04-15T14:30:38,5,121,cleaned_30s_segments/operating_segment_0047.csv,operating_segments_1s_rebuilt/operating_segment_0047.csv,5,121,-108.97612799999999,-108.97612799999999,0,train
operating_segment_0048,4月15日08_00_4月15日17_00,2024-04-15T14:42:38,2024-04-15T16:47:39,251,7502,cleaned_30s_segments/operating_segment_0048.csv,operating_segments_1s_rebuilt/operating_segment_0048.csv,251,7502,-105.94476,-105.94475999999999,0,train
operating_segment_0049,4月15日08_00_4月15日17_00,2024-04-15T16:49:39,2024-04-15T16:53:39,9,241,cleaned_30s_segments/operating_segment_0049.csv,operating_segments_1s_rebuilt/operating_segment_0049.csv,9,241,-106.70385999999999,-106.70385999999999,0,train
operating_segment_0050,4月15日08_00_4月15日17_00,2024-04-15T16:55:39,2024-04-15T16:59:39,9,241,cleaned_30s_segments/operating_segment_0050.csv,operating_segments_1s_rebuilt/operating_segment_0050.csv,9,241,-107.420058,-107.420058,0,train
operating_segment_0051,4月16日08_00_4月16日19_00,2024-04-16T08:00:10,2024-04-16T08:20:40,42,1231,cleaned_30s_segments/operating_segment_0051.csv,operating_segments_1s_rebuilt/operating_segment_0051.csv,42,1231,-0.04460699999999996,-0.04460699999999996,0,train
operating_segment_0052,4月16日08_00_4月16日19_00,2024-04-16T08:26:40,2024-04-16T11:34:40,377,11281,cleaned_30s_segments/operating_segment_0052.csv,operating_segments_1s_rebuilt/operating_segment_0052.csv,377,11281,-106.65456900000001,-106.65456900000001,0,train
operating_segment_0053,4月16日08_00_4月16日19_00,2024-04-16T11:38:40,2024-04-16T11:51:40,27,781,cleaned_30s_segments/operating_segment_0053.csv,operating_segments_1s_rebuilt/operating_segment_0053.csv,27,781,-106.66438700000002,-106.66438700000002,0,train
operating_segment_0054,4月16日08_00_4月16日19_00,2024-04-16T11:53:40,2024-04-16T12:24:40,63,1861,cleaned_30s_segments/operating_segment_0054.csv,operating_segments_1s_rebuilt/operating_segment_0054.csv,63,1861,-109.50649600000001,-109.50649600000001,0,train
operating_segment_0055,4月16日08_00_4月16日19_00,2024-04-16T12:30:40,2024-04-16T12:41:40,23,661,cleaned_30s_segments/operating_segment_0055.csv,operating_segments_1s_rebuilt/operating_segment_0055.csv,23,661,-110.55852700000001,-110.55852700000001,0,train
operating_segment_0056,4月16日08_00_4月16日19_00,2024-04-16T12:43:40,2024-04-16T12:56:40,27,781,cleaned_30s_segments/operating_segment_0056.csv,operating_segments_1s_rebuilt/operating_segment_0056.csv,27,781,-110.79299299999998,-110.79299299999998,0,train
operating_segment_0057,4月16日08_00_4月16日19_00,2024-04-16T13:03:10,2024-04-16T14:04:40,124,3691,cleaned_30s_segments/operating_segment_0057.csv,operating_segments_1s_rebuilt/operating_segment_0057.csv,124,3691,-109.177926,-109.177926,0,train
operating_segment_0058,4月16日08_00_4月16日19_00,2024-04-16T14:06:40,2024-04-16T14:22:40,33,961,cleaned_30s_segments/operating_segment_0058.csv,operating_segments_1s_rebuilt/operating_segment_0058.csv,33,961,-109.16920499999998,-109.16920499999998,0,train
operating_segment_0059,4月16日08_00_4月16日19_00,2024-04-16T14:29:40,2024-04-16T18:59:40,541,16201,cleaned_30s_segments/operating_segment_0059.csv,operating_segments_1s_rebuilt/operating_segment_0059.csv,541,16201,-106.483018,-106.483018,0,train
operating_segment_0060,4月17日07_00_4月17日17_00,2024-04-17T09:00:11,2024-04-17T09:45:11,91,2701,cleaned_30s_segments/operating_segment_0060.csv,operating_segments_1s_rebuilt/operating_segment_0060.csv,91,2701,-110.745493,-110.745493,0,train
operating_segment_0061,4月17日07_00_4月17日17_00,2024-04-17T09:51:41,2024-04-17T16:59:41,857,25681,cleaned_30s_segments/operating_segment_0061.csv,operating_segments_1s_rebuilt/operating_segment_0061.csv,857,25681,-111.38710800000001,-111.38710800000001,0,train
operating_segment_0062,4月18日12_00_4月18日18_00,2024-04-18T12:00:13,2024-04-18T12:12:13,25,721,cleaned_30s_segments/operating_segment_0062.csv,operating_segments_1s_rebuilt/operating_segment_0062.csv,25,721,-0.06136299999999998,-0.06136299999999998,0,train
operating_segment_0063,4月18日12_00_4月18日18_00,2024-04-18T12:18:43,2024-04-18T17:59:43,683,20461,cleaned_30s_segments/operating_segment_0063.csv,operating_segments_1s_rebuilt/operating_segment_0063.csv,683,20461,-108.60606200000001,-108.60606200000001,0,train
operating_segment_0064,4月21日08_00_4月21日16_00,2024-04-21T08:00:18,2024-04-21T08:18:48,38,1111,cleaned_30s_segments/operating_segment_0064.csv,operating_segments_1s_rebuilt/operating_segment_0064.csv,38,1111,-0.06108199999999998,-0.06108199999999998,0,train
operating_segment_0065,4月21日08_00_4月21日16_00,2024-04-21T08:24:48,2024-04-21T15:59:48,911,27301,cleaned_30s_segments/operating_segment_0065.csv,operating_segments_1s_rebuilt/operating_segment_0065.csv,911,27301,18.554421999999995,18.554421999999995,0,train
operating_segment_0066,4月22日14_00_4月22日17_00,2024-04-22T14:00:20,2024-04-22T14:01:20,3,61,cleaned_30s_segments/operating_segment_0066.csv,operating_segments_1s_rebuilt/operating_segment_0066.csv,3,61,-0.026465999999999976,-0.026465999999999976,0,train
operating_segment_0067,4月22日14_00_4月22日17_00,2024-04-22T14:07:50,2024-04-22T16:59:50,345,10321,cleaned_30s_segments/operating_segment_0067.csv,operating_segments_1s_rebuilt/operating_segment_0067.csv,345,10321,-106.40989700000002,-106.40989700000002,0,train
operating_segment_0068,4月23日13_00_4月23日18_00,2024-04-23T13:05:22,2024-04-23T17:59:52,590,17671,cleaned_30s_segments/operating_segment_0068.csv,operating_segments_1s_rebuilt/operating_segment_0068.csv,590,17671,37.9946,37.9946,0,train
operating_segment_0069,4月24日07_00_4月24日17_00,2024-04-24T07:00:23,2024-04-24T07:23:53,48,1411,cleaned_30s_segments/operating_segment_0069.csv,operating_segments_1s_rebuilt/operating_segment_0069.csv,48,1411,-0.034893999999999974,-0.034893999999999974,0,train
operating_segment_0070,4月24日07_00_4月24日17_00,2024-04-24T07:30:23,2024-04-24T16:59:54,1140,34172,cleaned_30s_segments/operating_segment_0070.csv,operating_segments_1s_rebuilt/operating_segment_0070.csv,1140,34172,30.78991,30.78991,0,train
operating_segment_0071,4月25日08_00_4月25日18_00,2024-04-25T08:00:26,2024-04-25T08:44:56,90,2671,cleaned_30s_segments/operating_segment_0071.csv,operating_segments_1s_rebuilt/operating_segment_0071.csv,90,2671,-0.03914699999999995,-0.03914699999999995,0,train
operating_segment_0072,4月25日08_00_4月25日18_00,2024-04-25T08:51:26,2024-04-25T14:59:56,738,22111,cleaned_30s_segments/operating_segment_0072.csv,operating_segments_1s_rebuilt/operating_segment_0072.csv,738,22111,44.845650000000006,44.845650000000006,0,train
operating_segment_0073,4月25日08_00_4月25日18_00,2024-04-25T15:06:26,2024-04-25T15:08:26,5,121,cleaned_30s_segments/operating_segment_0073.csv,operating_segments_1s_rebuilt/operating_segment_0073.csv,5,121,-106.52020600000003,-106.52020600000003,0,train
operating_segment_0074,4月25日08_00_4月25日18_00,2024-04-25T15:27:26,2024-04-25T15:28:26,3,61,cleaned_30s_segments/operating_segment_0074.csv,operating_segments_1s_rebuilt/operating_segment_0074.csv,3,61,-108.85825100000002,-108.85825100000002,0,train
operating_segment_0075,4月25日08_00_4月25日18_00,2024-04-25T15:38:56,2024-04-25T17:20:27,204,6092,cleaned_30s_segments/operating_segment_0075.csv,operating_segments_1s_rebuilt/operating_segment_0075.csv,204,6092,38.06018400000001,38.06018400000001,0,train
operating_segment_0076,4月25日08_00_4月25日18_00,2024-04-25T17:26:57,2024-04-25T17:40:27,28,811,cleaned_30s_segments/operating_segment_0076.csv,operating_segments_1s_rebuilt/operating_segment_0076.csv,28,811,-108.64923499999999,-108.64923499999999,0,train
operating_segment_0077,4月25日08_00_4月25日18_00,2024-04-25T17:42:27,2024-04-25T17:51:27,19,541,cleaned_30s_segments/operating_segment_0077.csv,operating_segments_1s_rebuilt/operating_segment_0077.csv,19,541,-109.82318799999999,-109.82318799999999,0,train
operating_segment_0078,4月25日08_00_4月25日18_00,2024-04-25T17:53:27,2024-04-25T17:59:57,14,391,cleaned_30s_segments/operating_segment_0078.csv,operating_segments_1s_rebuilt/operating_segment_0078.csv,14,391,-110.30158800000002,-110.30158800000002,0,train
operating_segment_0079,4月28日08_00_4月28日12_00,2024-04-28T08:00:04,2024-04-28T08:50:04,101,3001,cleaned_30s_segments/operating_segment_0079.csv,operating_segments_1s_rebuilt/operating_segment_0079.csv,101,3001,-0.04125099999999996,-0.04125099999999996,0,train
operating_segment_0080,4月28日08_00_4月28日12_00,2024-04-28T08:56:34,2024-04-28T11:36:05,320,9572,cleaned_30s_segments/operating_segment_0080.csv,operating_segments_1s_rebuilt/operating_segment_0080.csv,320,9572,30.524424000000003,30.524424000000003,0,train
operating_segment_0081,4月28日08_00_4月28日12_00,2024-04-28T11:42:35,2024-04-28T11:55:05,26,751,cleaned_30s_segments/operating_segment_0081.csv,operating_segments_1s_rebuilt/operating_segment_0081.csv,26,751,-107.65406800000001,-107.65406800000001,0,train
operating_segment_0082,4月28日08_00_4月28日12_00,2024-04-28T11:59:05,2024-04-28T11:59:35,2,31,cleaned_30s_segments/operating_segment_0082.csv,operating_segments_1s_rebuilt/operating_segment_0082.csv,2,31,-108.57053299999998,-108.57053299999998,0,train
operating_segment_0083,4月29日08_00_4月29日18_00,2024-04-29T08:00:07,2024-04-29T08:18:37,38,1111,cleaned_30s_segments/operating_segment_0083.csv,operating_segments_1s_rebuilt/operating_segment_0083.csv,38,1111,-0.01578399999999997,-0.01578399999999997,0,train
operating_segment_0084,4月29日08_00_4月29日18_00,2024-04-29T08:25:07,2024-04-29T17:58:08,1146,34382,cleaned_30s_segments/operating_segment_0084.csv,operating_segments_1s_rebuilt/operating_segment_0084.csv,1146,34382,-107.809434,-107.809434,0,train
operating_segment_0085,4月30日08_00_4月30日15_00,2024-04-30T08:00:10,2024-04-30T08:19:40,40,1171,cleaned_30s_segments/operating_segment_0085.csv,operating_segments_1s_rebuilt/operating_segment_0085.csv,40,1171,-0.04012199999999996,-0.04012199999999996,0,train
operating_segment_0086,4月30日08_00_4月30日15_00,2024-04-30T08:27:40,2024-04-30T14:59:41,785,23522,cleaned_30s_segments/operating_segment_0086.csv,operating_segments_1s_rebuilt/operating_segment_0086.csv,785,23522,-109.18173100000001,-109.18173100000001,0,train
operating_segment_0087,5月7日08_00_5月7日18_00,2024-05-07T08:00:00,2024-05-07T08:50:30,102,3031,cleaned_30s_segments/operating_segment_0087.csv,operating_segments_1s_rebuilt/operating_segment_0087.csv,102,3031,-0.01655399999999998,-0.01655399999999998,0,train
operating_segment_0088,5月7日08_00_5月7日18_00,2024-05-07T08:58:00,2024-05-07T17:04:01,973,29162,cleaned_30s_segments/operating_segment_0088.csv,operating_segments_1s_rebuilt/operating_segment_0088.csv,973,29162,30.099889999999995,30.09988999999999,0,train
operating_segment_0089,5月7日08_00_5月7日18_00,2024-05-07T17:10:31,2024-05-07T17:59:31,99,2941,cleaned_30s_segments/operating_segment_0089.csv,operating_segments_1s_rebuilt/operating_segment_0089.csv,99,2941,-109.51092600000001,-109.51092600000001,0,train
operating_segment_0090,5月8日08_00_5月8日17_00,2024-05-08T08:00:04,2024-05-08T08:39:34,80,2371,cleaned_30s_segments/operating_segment_0090.csv,operating_segments_1s_rebuilt/operating_segment_0090.csv,80,2371,-0.0057489999999999555,-0.0057489999999999555,0,train
operating_segment_0091,5月8日08_00_5月8日17_00,2024-05-08T08:46:34,2024-05-08T16:11:35,891,26702,cleaned_30s_segments/operating_segment_0091.csv,operating_segments_1s_rebuilt/operating_segment_0091.csv,891,26702,28.78012,28.78012,0,train
operating_segment_0092,5月8日08_00_5月8日17_00,2024-05-08T16:20:35,2024-05-08T16:59:36,79,2342,cleaned_30s_segments/operating_segment_0092.csv,operating_segments_1s_rebuilt/operating_segment_0092.csv,79,2342,-108.622303,-108.622303,0,train
operating_segment_0093,5月9日08_00_5月9日17_00,2024-05-09T08:00:07,2024-05-09T08:13:38,28,812,cleaned_30s_segments/operating_segment_0093.csv,operating_segments_1s_rebuilt/operating_segment_0093.csv,28,812,-0.007249999999999965,-0.007249999999999965,0,train
operating_segment_0094,5月9日08_00_5月9日17_00,2024-05-09T08:21:07,2024-05-09T14:43:38,766,22952,cleaned_30s_segments/operating_segment_0094.csv,operating_segments_1s_rebuilt/operating_segment_0094.csv,766,22952,-110.833824,-110.833824,0,train
operating_segment_0095,5月9日08_00_5月9日17_00,2024-05-09T14:50:08,2024-05-09T16:59:38,260,7771,cleaned_30s_segments/operating_segment_0095.csv,operating_segments_1s_rebuilt/operating_segment_0095.csv,260,7771,-37.477902,-37.477902,0,train
operating_segment_0096,5月10日08_00_5月10日10_00,2024-05-10T08:00:11,2024-05-10T08:24:11,49,1441,cleaned_30s_segments/operating_segment_0096.csv,operating_segments_1s_rebuilt/operating_segment_0096.csv,49,1441,-0.015881999999999986,-0.015881999999999986,0,train
operating_segment_0097,5月10日08_00_5月10日10_00,2024-05-10T08:30:41,2024-05-10T09:59:42,179,5342,cleaned_30s_segments/operating_segment_0097.csv,operating_segments_1s_rebuilt/operating_segment_0097.csv,179,5342,-107.795268,-107.795268,0,train
operating_segment_0098,5月11日08_00_5月11日11_00,2024-05-11T08:00:16,2024-05-11T08:22:46,46,1351,cleaned_30s_segments/operating_segment_0098.csv,operating_segments_1s_rebuilt/operating_segment_0098.csv,46,1351,-0.01634199999999999,-0.01634199999999999,0,train
operating_segment_0099,5月11日08_00_5月11日11_00,2024-05-11T08:29:46,2024-05-11T10:59:46,301,9001,cleaned_30s_segments/operating_segment_0099.csv,operating_segments_1s_rebuilt/operating_segment_0099.csv,301,9001,-107.18073899999999,-107.18073899999999,0,train
operating_segment_0100,5月13日08_00_5月13日11_00,2024-05-13T08:00:20,2024-05-13T08:51:50,104,3091,cleaned_30s_segments/operating_segment_0100.csv,operating_segments_1s_rebuilt/operating_segment_0100.csv,104,3091,-0.031064999999999968,-0.031064999999999968,0,train
operating_segment_0101,5月13日08_00_5月13日11_00,2024-05-13T08:57:50,2024-05-13T10:16:21,158,4712,cleaned_30s_segments/operating_segment_0101.csv,operating_segments_1s_rebuilt/operating_segment_0101.csv,158,4712,30.397318000000002,30.397318000000002,0,train
operating_segment_0102,5月13日08_00_5月13日11_00,2024-05-13T10:24:21,2024-05-13T10:29:51,12,331,cleaned_30s_segments/operating_segment_0102.csv,operating_segments_1s_rebuilt/operating_segment_0102.csv,12,331,-0.122275,-0.122275,0,train
operating_segment_0103,5月13日08_00_5月13日11_00,2024-05-13T10:52:51,2024-05-13T10:59:51,15,421,cleaned_30s_segments/operating_segment_0103.csv,operating_segments_1s_rebuilt/operating_segment_0103.csv,15,421,-0.14312400000000003,-0.14312400000000003,0,train
operating_segment_0104,5月14日12_00_5月14日19_00,2024-05-14T12:00:23,2024-05-14T12:24:53,50,1471,cleaned_30s_segments/operating_segment_0104.csv,operating_segments_1s_rebuilt/operating_segment_0104.csv,50,1471,-0.014057999999999973,-0.014057999999999973,0,train
operating_segment_0105,5月14日12_00_5月14日19_00,2024-05-14T12:31:53,2024-05-14T18:29:53,717,21481,cleaned_30s_segments/operating_segment_0105.csv,operating_segments_1s_rebuilt/operating_segment_0105.csv,717,21481,-121.0018,-121.0018,0,train
operating_segment_0106,5月14日12_00_5月14日19_00,2024-05-14T18:36:23,2024-05-14T18:59:53,48,1411,cleaned_30s_segments/operating_segment_0106.csv,operating_segments_1s_rebuilt/operating_segment_0106.csv,48,1411,-0.092258,-0.092258,0,train
