relative_path,size_bytes,sha256
3月28日08_00_3月28日11_00/推进系统/AIS航速_3月28日08_00_3月28日11_00.csv,14809,97463ce26ea0209d8027675d2cb8df2fb66e9f05fa3f5655662262bb9784a694
3月28日08_00_3月28日11_00/燃料电池系统/右氢燃料电池#1_3月28日08_00_3月28日11_00.csv,12907,b5a4e88dc530a106d42638bb37908d9e2885062f37ba3803a780aeaa3591ef66
3月28日08_00_3月28日11_00/燃料电池系统/右氢燃料电池#2_3月28日08_00_3月28日11_00.csv,12996,48f5f2fcbf6eaa195988b4c8ddfaa9a574dcbd1d501f0137e441f606e15ee866
3月28日08_00_3月28日11_00/燃料电池系统/右氢燃料电池#3_3月28日08_00_3月28日11_00.csv,12881,00c3ad1e4e1968c3280550fbb965ad9e2945beb8fc5cc60f6e753664ecbab0b8
3月28日08_00_3月28日11_00/燃料电池系统/右氢燃料电池#4_3月28日08_00_3月28日11_00.csv,12891,9e2aa2136afd291f084975e3b056239c1fa1a2e1b5fcbbef7f797a2bf9eda6d5
3月28日08_00_3月28日11_00/燃料电池系统/左氢燃料电池#1_3月28日08_00_3月28日11_00.csv,13489,5af456ed762c171c9bc6dff0e23eb1cae591b1981885a5291e091c54131c885a
3月28日08_00_3月28日11_00/燃料电池系统/左氢燃料电池#2_3月28日08_00_3月28日11_00.csv,12377,eefe98e3e3b6de8c81bee81c79a0487aabb9db7eac618391228c20915bf5d973
3月28日08_00_3月28日11_00/燃料电池系统/左氢燃料电池#3_3月28日08_00_3月28日11_00.csv,13485,2429bf3891911945e9fe84e707d22f2e96f28697933a019acc400576d33b5f46
3月28日08_00_3月28日11_00/燃料电池系统/左氢燃料电池#4_3月28日08_00_3月28日11_00.csv,13411,bc9e4322c3f03116c38414a2f09c17b2ccef12dc83f99dd8dc6239d22d005e28
3月29日08_00_3月29日15_00/BMS/右电池簇1_3月29日08_00_3月29日15_00.csv,78121,7540156c0e6b95ee7125a21b6ec79bcf200a39a13f488a337f58c2bd0a2356c2
3月29日08_00_3月29日15_00/BMS/右电池簇2_3月29日08_00_3月29日15_00.csv,77610,e664d66531cbb12340029fd0fc33e5a776fc386e86f537b2b6b25a8948305214
3月29日08_00_3月29日15_00/BMS/右电池簇3_3月29日08_00_3月29日15_00.csv,77465,57431f00bdaa368250ac9426322c18305979e2cff517ae0c2d69ea43ec0af676
3月29日08_00_3月29日15_00/BMS/右电池簇4_3月29日08_00_3月29日15_00.csv,77454,960e5a2ba4db3203f2333e957981bc8318bda3c14897fcf677bc74e27d4df127
3月29日08_00_3月29日15_00/BMS/右电池簇5_3月29日08_00_3月29日15_00.csv,77586,b0ebe0c2893bfcd3c553339b34debaad5560fc2424c36861590ce5b50b1d0fee
3月29日08_00_3月29日15_00/BMS/右电池簇6_3月29日08_00_3月29日15_00.csv,77490,c1fec916fcbf7a4c756d56936c0e46b45cc6c98f5e04fce1393b0417203e8b9f
3月29日08_00_3月29日15_00/BMS/右电池系统BDM_3月29日08_00_3月29日15_00.csv,77365,9f1f7a17b9fbb8309766e7583a870f9ac4ee00e07974e61bbe31bd6b4be82506
3月29日08_00_3月29日15_00/BMS/左电池簇1_3月29日08_00_3月29日15_00.csv,76964,469f02c559331b25322be78bbd636d5f87c05af578a1ba0807f2c0c4f14cc56e
3月29日08_00_3月29日15_00/BMS/左电池簇2_3月29日08_00_3月29日15_00.csv,77274,48d358db8be77b83c8b1d682f7c8f7451e50135490883971d15da5e8be372886
3月29日08_00_3月29日15_00/BMS/左电池簇3_3月29日08_00_3月29日15_00.csv,77675,1e50dc6a35908c420dd749a4dbf60a48d3fac5701bb68b81a52aed9f1de5920a
3月29日08_00_3月29日15_00/BMS/左电池簇4_3月29日08_00_3月29日15_00.csv,77402,1addef0faaab8399cd56bd049939665675b8b53be8abe58a980e5dbcaf2c0e92
3月29日08_00_3月29日15_00/BMS/左电池簇5_3月29日08_00_3月29日15_00.csv,77241,539e3edc583eb66908735422428b16a725a28b7c5dfd4b6adeffcde712495f92
3月29日08_00_3月29日15_00/BMS/左电池簇6_3月29日08_00_3月29日15_00.csv,77662,6efa3cdc0fa9be349927e972a3bb4b0fd78bd0460ef783f0657f6095de61acfa
3月29日08_00_3月29日15_00/BMS/左电池系统BDM_3月29日08_00_3月29日15_00.csv,78468,eb70b7918cb3528df059c405c1756f28429637a99203a7bb7fafb6424c7fa1f2
3月29日08_00_3月29日15_00/EMS/右逆变电源_3月29日08_00_3月29日15_00.csv,41983,b210a72a8062c15c2ed7c8a60aed91064a54ab9c8e50344984d61efb2021fc47
3月29日08_00_3月29日15_00/EMS/右配1DC_3月29日08_00_3月29日15_00.csv,37571,80a1b66d775dff60dd588e3e978f97fe46c6a49e429c24837507d16b82cc3ad3
3月29日08_00_3月29日15_00/EMS/右配2DC_3月29日08_00_3月29日15_00.csv,37612,3af6b929245b58666eb8598504fa479be5de7b78c68201a49383be409a232ef5
3月29日08_00_3月29日15_00/EMS/右配3DC_3月29日08_00_3月29日15_00.csv,37579,016ac9631ddbb2d6239219780cbac04d24e1515b217c88d73e5e782202f4c27d
3月29日08_00_3月29日15_00/EMS/左逆变电源_3月29日08_00_3月29日15_00.csv,41634,cf435385eac4d41acfb458a208f1f8652d2839bfa4cdb236472db0f2e7a4f82e
3月29日08_00_3月29日15_00/EMS/左配1DC_3月29日08_00_3月29日15_00.csv,37833,e1bc14897de189be36482da26078c7ea015e4b3838b3bc59aef0fd5904021239
3月29日08_00_3月29日15_00/EMS/左配2DC_3月29日08_00_3月29日15_00.csv,37840,b3c6c323b49394c4ae129db81d48e7a6a556382f4535507855ce111ef396ac40
3月29日08_00_3月29日15_00/EMS/左配3DC_3月29日08_00_3月29日15_00.csv,37821,ac7db6fc85d9f06ddb5f48739e3abeb0881bb3b170736ea3fe23e792981e6e90
3月29日08_00_3月29日15_00/推进系统/AIS航速_3月29日08_00_3月29日15_00.csv,34320,4c9eba42784b97030527f9eca6a65f8d05bdbac92e6bdbfe1fd2c89448ae6fd0
3月29日08_00_3月29日15_00/燃料电池系统/右氢燃料电池#1_3月29日08_00_3月29日15_00.csv,31086,beb0449467dc74a3300e815e0f98fdb80a1285b3735c02d0d1078cd542d14601
3月29日08_00_3月29日15_00/燃料电池系统/右氢燃料电池#2_3月29日08_00_3月29日15_00.csv,31121,01572a950232093ca10927633154d49b484cc97cf9e4316653ea52e126efcfef
