sample_id,parent,split,side,timestamp,load_kw,speed_kn,measured_fc_kw,measured_battery_kw,measured_soc_pct,boundary_kind,natural_transition_observed,neighbor_timestamp,neighbor_load_kw,neighbor_speed_kn,neighbor_state_class,evidence
train_parent_007_01,4月3日08_00_4月3日11_00,train,start,2024-04-03 08:26:44,42.34238,0,0,42.34238,90.7666666667,source_time_gap,True,2024-04-03 08:20:44,0.168029,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_007_01,4月3日08_00_4月3日11_00,train,end,2024-04-03 08:45:14,77.1678,1.06666666667,166,-88.8322,87.0416666667,ambiguous_external_supply,False,2024-04-03 08:45:44,80.6182,0.6,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_007_02,4月3日08_00_4月3日11_00,train,start,2024-04-03 08:48:14,200.1961,0.65,170,30.1961,87.1583333333,ambiguous_external_supply,False,2024-04-03 08:47:44,166.934662,0.22380952381,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_007_02,4月3日08_00_4月3日11_00,train,end,2024-04-03 09:14:44,152.9407,1.9,282,-129.0593,80.3416666667,ambiguous_external_supply,False,2024-04-03 09:15:14,78.9283,0.795,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_007_03,4月3日08_00_4月3日11_00,train,start,2024-04-03 09:24:14,420.8655,0.266666666667,284,136.8655,81.225,ambiguous_external_supply,False,2024-04-03 09:23:44,229.84331,0.04,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_007_03,4月3日08_00_4月3日11_00,train,end,2024-04-03 09:44:44,83.9076,1.9,285,-201.0924,79.0916666667,ambiguous_external_supply,False,2024-04-03 09:45:14,93.5963,0.6,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_007_04,4月3日08_00_4月3日11_00,train,start,2024-04-03 09:51:14,646.8333,4.55789473684,285,361.8333,79.8916666667,ambiguous_external_supply,False,2024-04-03 09:50:44,173.20517,0.77,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_007_04,4月3日08_00_4月3日11_00,train,end,2024-04-03 10:54:44,17.919057,0,0,17.919057,67.0416666667,confirmed_shore,True,2024-04-03 10:55:14,-14.2983,0,confirmed_shore,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_008_01,4月7日08_00_4月7日12_00,train,start,2024-04-07 08:53:54,36.33825,0,0,36.33825,96.2166666667,source_time_gap,True,2024-04-07 08:47:54,0.832354,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_008_01,4月7日08_00_4月7日12_00,train,end,2024-04-07 10:08:54,102.608559,1.825,174,-71.391441,79.5916666667,ambiguous_external_supply,False,2024-04-07 10:09:24,84.0981,0.4,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_008_02,4月7日08_00_4月7日12_00,train,start,2024-04-07 11:04:24,198.257438,0.1,171,27.257438,82.1,ambiguous_external_supply,True,2024-04-07 11:03:54,71.22158,0.1,ambiguous_external_supply,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_008_02,4月7日08_00_4月7日12_00,train,end,2024-04-07 11:14:54,65.78968,1.81428571429,171,-105.21032,82.3666666667,ambiguous_external_supply,False,2024-04-07 11:15:24,119.66365,0.1,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_008_03,4月7日08_00_4月7日12_00,train,start,2024-04-07 11:18:24,247.234598,1.31,173,74.234598,82.5083333333,ambiguous_external_supply,False,2024-04-07 11:17:54,153.47381,0.1,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_008_03,4月7日08_00_4月7日12_00,train,end,2024-04-07 11:58:24,30.4453,0,0,30.4453,71.1416666667,arrival_before_long_stop,True,2024-04-07 11:58:54,31.549932,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_009_01,4月8日08_00_4月8日12_00,train,start,2024-04-08 08:50:56,26.04156,0,0,26.04156,92.4666666667,departure_after_long_stop,True,2024-04-08 08:50:26,26.432978,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_009_01,4月8日08_00_4月8日12_00,train,end,2024-04-08 11:33:56,30.250075,0,0,30.250075,72.3083333333,source_time_gap,True,2024-04-08 11:40:26,-107.581728,0,confirmed_shore,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_010_01,4月9日08_00_4月9日11_00,train,start,2024-04-09 08:16:58,36.77358,0,0,36.77358,93.525,source_time_gap,True,2024-04-09 08:10:58,1.732934,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_010_01,4月9日08_00_4月9日11_00,train,end,2024-04-09 10:31:58,30.5251,0,0,30.5251,56.6916666667,arrival_before_long_stop,True,2024-04-09 10:32:28,30.24098,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
test_parent_011_01,4月12日08_00_4月12日16_00,test,start,2024-04-12 12:02:03,47.2344,0,0,47.2344,67.275,departure_after_long_stop,True,2024-04-12 12:01:33,46.97055,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
test_parent_011_01,4月12日08_00_4月12日16_00,test,end,2024-04-12 12:22:03,47.38816,0.1,0,47.38816,64.8,arrival_before_long_stop,True,2024-04-12 12:22:33,47.58376,0.1,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_012_01,4月15日08_00_4月15日17_00,train,start,2024-04-15 08:17:38,132.7496,0.08,0,132.7496,95.725,source_time_gap,False,2024-04-15 08:11:08,0.80347,0,normal_operation,parent record window boundary; not claimed a complete voyage
train_parent_012_01,4月15日08_00_4月15日17_00,train,end,2024-04-15 10:48:38,26.97209,0,0,26.97209,63.2416666667,arrival_before_long_stop,True,2024-04-15 10:49:08,19.71911,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_012_02,4月15日08_00_4月15日17_00,train,start,2024-04-15 15:15:08,71.53364,0,0,71.53364,81.9166666667,departure_after_long_stop,True,2024-04-15 15:14:38,71.91749,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_012_02,4月15日08_00_4月15日17_00,train,end,2024-04-15 16:36:39,58.003842,0.2,0,58.003842,66,arrival_before_long_stop,False,2024-04-15 16:37:09,61.20041,0.4,normal_operation,parent record window boundary; not claimed a complete voyage
train_parent_013_01,4月16日08_00_4月16日19_00,train,start,2024-04-16 08:26:40,48.49491,0,0,48.49491,95.6083333333,source_time_gap,True,2024-04-16 08:20:40,1.216221,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_013_01,4月16日08_00_4月16日19_00,train,end,2024-04-16 11:26:10,33.874314,0,0,33.874314,73.475,unexplained_source_load_inconsistency,True,2024-04-16 11:26:40,-0.034789,0,unexplained_source_load_inconsistency,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_013_02,4月16日08_00_4月16日19_00,train,start,2024-04-16 15:10:40,171.18653,0.13,172,-0.81347,91.4083333333,ambiguous_external_supply,False,2024-04-16 15:10:10,129.12746,0,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_013_02,4月16日08_00_4月16日19_00,train,end,2024-04-16 16:57:10,111.5353,1.9,330,-218.4647,70.9416666667,ambiguous_external_supply,False,2024-04-16 16:57:40,117.1158,0.833333333333,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_013_03,4月16日08_00_4月16日19_00,train,start,2024-04-16 17:08:40,213.03538,2.3,328,-114.96462,72.9666666667,ambiguous_external_supply,False,2024-04-16 17:08:10,209.1231,0.32,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_013_03,4月16日08_00_4月16日19_00,train,end,2024-04-16 18:45:40,33.80568,0,0,33.80568,62.1583333333,arrival_before_long_stop,True,2024-04-16 18:46:10,34.531,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_014_01,4月17日07_00_4月17日17_00,train,start,2024-04-17 09:51:41,61.5366,0,0,61.5366,91.1583333333,source_time_gap,True,2024-04-17 09:45:11,29.11195,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_014_01,4月17日07_00_4月17日17_00,train,end,2024-04-17 11:55:41,68.41081,1.9,171,-102.58919,69.0916666667,ambiguous_external_supply,False,2024-04-17 11:56:11,68.1971,0,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_014_02,4月17日07_00_4月17日17_00,train,start,2024-04-17 14:05:11,216.73589,0.4,167,49.73589,69.2,ambiguous_external_supply,False,2024-04-17 14:04:41,144.37032,0.4,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_014_02,4月17日07_00_4月17日17_00,train,end,2024-04-17 16:09:11,31.365572,0,0,31.365572,64.2916666667,arrival_before_long_stop,True,2024-04-17 16:09:41,31.946814,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_015_01,4月18日12_00_4月18日18_00,train,start,2024-04-18 12:18:43,135.7862,0.557142857143,0,135.7862,93.8333333333,source_time_gap,False,2024-04-18 12:12:13,0.021314,0,normal_operation,parent record window boundary; not claimed a complete voyage
train_parent_015_01,4月18日12_00_4月18日18_00,train,end,2024-04-18 15:01:43,134.3389,1.9,280,-145.6611,66.55,ambiguous_external_supply,False,2024-04-18 15:02:13,96.3655,0,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_015_02,4月18日12_00_4月18日18_00,train,start,2024-04-18 15:09:43,179.95494,0.1,46,133.95494,67.5583333333,ambiguous_external_supply,True,2024-04-18 15:09:13,198.47362,0.1,ambiguous_external_supply,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_015_02,4月18日12_00_4月18日18_00,train,end,2024-04-18 17:09:43,32.857159,0,0,32.857159,49.4333333333,confirmed_shore,True,2024-04-18 17:10:13,-12.372764,0,confirmed_shore,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
validation_parent_016_01,4月21日08_00_4月21日16_00,validation,start,2024-04-21 08:24:48,36.62053,0,0,36.62053,87.225,source_time_gap,True,2024-04-21 08:18:48,1.684587,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
validation_parent_016_01,4月21日08_00_4月21日16_00,validation,end,2024-04-21 10:19:18,105.2297,2,329,-223.7703,59,ambiguous_external_supply,False,2024-04-21 10:19:48,81.8446,0.2,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
validation_parent_016_02,4月21日08_00_4月21日16_00,validation,start,2024-04-21 13:07:18,36.55756,0,0,36.55756,58.7583333333,departure_after_long_stop,True,2024-04-21 13:06:48,35.582464,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
validation_parent_016_02,4月21日08_00_4月21日16_00,validation,end,2024-04-21 15:14:18,33.47082,0.1,0,33.47082,52.325,arrival_before_long_stop,True,2024-04-21 15:14:48,36.5577,0.08,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
test_parent_017_01,4月22日14_00_4月22日17_00,test,start,2024-04-22 14:22:20,47.04247,0,0,47.04247,94.1,departure_after_long_stop,True,2024-04-22 14:21:50,47.05963,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
test_parent_017_01,4月22日14_00_4月22日17_00,test,end,2024-04-22 16:49:20,43.26245,0,0,43.26245,60.3583333333,arrival_before_long_stop,True,2024-04-22 16:49:50,42.04082,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_018_01,4月23日13_00_4月23日18_00,train,start,2024-04-23 13:05:22,66.69502,0,0,66.69502,96.3916666667,parent_record_edge,True,,,,outside_recorded_parent,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_018_01,4月23日13_00_4月23日18_00,train,end,2024-04-23 15:47:22,155.27442,1.2,247,-91.72558,56.1583333333,ambiguous_external_supply,False,2024-04-23 15:47:52,175.51033,0,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_018_02,4月23日13_00_4月23日18_00,train,start,2024-04-23 16:00:52,198.966915,2.23333333333,247,-48.033085,57.7,ambiguous_external_supply,False,2024-04-23 16:00:22,179.024592,0.4,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_018_02,4月23日13_00_4月23日18_00,train,end,2024-04-23 17:59:52,38.36267,0,0,38.36267,48.3916666667,parent_record_edge,True,,,,outside_recorded_parent,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_019_01,4月24日07_00_4月24日17_00,train,start,2024-04-24 07:35:23,51.91975,0,0,51.91975,94.8916666667,departure_after_long_stop,True,2024-04-24 07:34:53,48.78376,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_019_01,4月24日07_00_4月24日17_00,train,end,2024-04-24 12:03:24,93.24608,1.4,130,-36.75392,57.725,ambiguous_external_supply,False,2024-04-24 12:03:54,116.94997,0.165,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_019_02,4月24日07_00_4月24日17_00,train,start,2024-04-24 12:35:54,94.0427,2.12,253,-158.9573,61.4083333333,ambiguous_external_supply,False,2024-04-24 12:35:24,93.1614,0.5,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_019_02,4月24日07_00_4月24日17_00,train,end,2024-04-24 13:02:24,68.39074,1.8,176,-107.60926,60.25,ambiguous_external_supply,False,2024-04-24 13:02:54,68.91502,0.261904761905,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_019_03,4月24日07_00_4月24日17_00,train,start,2024-04-24 14:17:54,34.64812,0,0,34.64812,58.15,departure_after_long_stop,True,2024-04-24 14:17:24,34.261488,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_019_03,4月24日07_00_4月24日17_00,train,end,2024-04-24 16:20:24,76.2586,1.9,241,-164.7414,46.6166666667,ambiguous_external_supply,False,2024-04-24 16:20:54,85.412,0.285,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_020_01,4月25日08_00_4月25日18_00,train,start,2024-04-25 09:07:56,46.30758,0,0,46.30758,94.2916666667,departure_after_long_stop,True,2024-04-25 09:07:26,45.23183,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_020_01,4月25日08_00_4月25日18_00,train,end,2024-04-25 10:03:56,122.8318,1.9,296,-173.1682,85.175,ambiguous_external_supply,False,2024-04-25 10:04:28,89.2945,0.2,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_020_02,4月25日08_00_4月25日18_00,train,start,2024-04-25 10:30:56,170.91862,1.69523809524,234,-63.08138,88.5166666667,ambiguous_external_supply,False,2024-04-25 10:30:26,129.75211,0.4,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_020_02,4月25日08_00_4月25日18_00,train,end,2024-04-25 11:59:26,76.39508,1.9,172,-95.60492,68.125,ambiguous_external_supply,False,2024-04-25 11:59:56,74.09846,0.361904761905,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_020_03,4月25日08_00_4月25日18_00,train,start,2024-04-25 13:07:56,183.48386,3.035,250,-66.51614,73.4916666667,ambiguous_external_supply,False,2024-04-25 13:07:26,182.03372,0.872222222222,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_020_03,4月25日08_00_4月25日18_00,train,end,2024-04-25 14:45:26,93.9351,1.35714285714,145,-51.0649,50.2666666667,ambiguous_external_supply,False,2024-04-25 14:45:56,101.0761,0,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_020_04,4月25日08_00_4月25日18_00,train,start,2024-04-25 14:47:56,88.2172,0,76,12.2172,50.3416666667,ambiguous_external_supply,True,2024-04-25 14:47:26,102.8767,0,ambiguous_external_supply,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_020_04,4月25日08_00_4月25日18_00,train,end,2024-04-25 14:58:26,60.75466,0,0,60.75466,49.6666666667,arrival_before_long_stop,True,2024-04-25 14:58:56,57.39861,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_020_05,4月25日08_00_4月25日18_00,train,start,2024-04-25 15:38:56,138.40911,0.4,47,91.40911,52.1,source_time_gap,False,2024-04-25 15:32:26,40.098303,0,normal_operation,parent record window boundary; not claimed a complete voyage
train_parent_020_05,4月25日08_00_4月25日18_00,train,end,2024-04-25 16:38:57,92.29414,1.9,115,-22.70586,46.2333333333,ambiguous_external_supply,False,2024-04-25 16:39:27,91.767,0.1,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_021_01,4月28日08_00_4月28日12_00,train,start,2024-04-28 08:56:34,162.3854,0.67,0,162.3854,95.3916666667,source_time_gap,False,2024-04-28 08:50:04,1.11703,0,normal_operation,parent record window boundary; not claimed a complete voyage
train_parent_021_01,4月28日08_00_4月28日12_00,train,end,2024-04-28 11:35:05,30.524424,0,0,30.524424,53.7833333333,arrival_before_long_stop,True,2024-04-28 11:35:35,31.145817,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
validation_parent_022_01,4月29日08_00_4月29日18_00,validation,start,2024-04-29 08:27:07,43.60398,0,0,43.60398,95.9,departure_after_long_stop,True,2024-04-29 08:26:37,42.5923,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
validation_parent_022_01,4月29日08_00_4月29日18_00,validation,end,2024-04-29 10:44:07,40.04696,0.1,0,40.04696,67.475,arrival_before_long_stop,True,2024-04-29 10:44:37,39.67165,0.1,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
validation_parent_022_02,4月29日08_00_4月29日18_00,validation,start,2024-04-29 14:01:08,142.963372,1.46666666667,170,-27.036628,61.9333333333,ambiguous_external_supply,False,2024-04-29 14:00:38,127.329591,0.4,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
validation_parent_022_02,4月29日08_00_4月29日18_00,validation,end,2024-04-29 14:11:08,70.75993,1.28095238095,168,-97.24007,62.0666666667,ambiguous_external_supply,False,2024-04-29 14:11:38,74.61977,0.9,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
validation_parent_022_03,4月29日08_00_4月29日18_00,validation,start,2024-04-29 15:29:38,266.60516,2.2,315,-48.39484,69.4666666667,ambiguous_external_supply,False,2024-04-29 15:29:08,208.3122,0.4,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
validation_parent_022_03,4月29日08_00_4月29日18_00,validation,end,2024-04-29 17:29:08,10.869285,0,0,10.869285,72.1833333333,confirmed_shore,True,2024-04-29 17:29:38,-3.54078,0,confirmed_shore,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_023_01,4月30日08_00_4月30日15_00,train,start,2024-04-30 08:43:40,59.48961,0,0,59.48961,89.475,departure_after_long_stop,True,2024-04-30 08:43:10,58.81235,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_023_01,4月30日08_00_4月30日15_00,train,end,2024-04-30 10:51:10,98.0412,1.7,326,-227.9588,63.0416666667,ambiguous_external_supply,False,2024-04-30 10:51:40,95.3705,0.1,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_023_02,4月30日08_00_4月30日15_00,train,start,2024-04-30 12:29:11,170.3052,1.34,316,-145.6948,60.0666666667,ambiguous_external_supply,False,2024-04-30 12:28:40,212.42483,0.2,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_023_02,4月30日08_00_4月30日15_00,train,end,2024-04-30 14:09:41,21.00454,0,0,21.00454,41.45,arrival_before_long_stop,True,2024-04-30 14:10:11,14.288007,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
test_parent_024_01,5月7日08_00_5月7日18_00,test,start,2024-05-07 16:50:01,66.61604,0,0,66.61604,49.675,departure_after_long_stop,True,2024-05-07 16:49:31,64.4209,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
test_parent_024_01,5月7日08_00_5月7日18_00,test,end,2024-05-07 17:03:31,31.63227,0,0,31.63227,48.875,arrival_before_long_stop,True,2024-05-07 17:04:01,30.09989,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
test_parent_025_01,5月8日08_00_5月8日17_00,test,start,2024-05-08 14:11:05,47.57014,0,0,47.57014,54.5166666667,departure_after_long_stop,True,2024-05-08 14:10:35,44.98994,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
